,elevation,latitude,longitude,speedD,speedE,speedN,run,tf_id,discipline_from_name,timestamp
0,3220.121,39.5740643,-106.5137264,8.073,-16.281,4.245,1,109576,DH,20241213T182624000000
1,3219.201,39.5740686,-106.513746,8.199,-16.741,4.626,1,109576,DH,20241213T182624100000
2,3218.249,39.5740734,-106.5137651,8.348,-16.687,5.202,1,109576,DH,20241213T182624200000
3,3217.287,39.5740786,-106.5137848,8.484,-17.005,5.61,1,109576,DH,20241213T182624300000
4,3216.287,39.5740841,-106.5138048,8.665,-17.271,5.921,1,109576,DH,20241213T182624400000
5,3215.274,39.5740902,-106.5138246,8.841,-17.277,6.586,1,109576,DH,20241213T182624500000
6,3214.318,39.5740971,-106.5138448,8.921,-17.358,7.324,1,109576,DH,20241213T182624600000
7,3213.288,39.5741044,-106.5138645,9.088,-17.203,7.955,1,109576,DH,20241213T182624700000
8,3212.133,39.5741125,-106.5138835,9.404,-16.886,8.795,1,109576,DH,20241213T182624800000
9,3211.134,39.5741216,-106.5139034,9.481,-17.119,9.748,1,109576,DH,20241213T182624900000
10,3210.013,39.5741313,-106.5139224,9.699,-16.716,10.585,1,109576,DH,20241213T182625000000
11,3208.889,39.5741418,-106.5139412,9.887,-16.404,11.436,1,109576,DH,20241213T182625100000
12,3207.785,39.5741532,-106.5139599,10.049,-16.169,12.46,1,109576,DH,20241213T182625200000
13,3206.733,39.5741659,-106.5139781,10.108,-15.703,13.679,1,109576,DH,20241213T182625300000
14,3205.644,39.5741793,-106.5139952,10.203,-14.905,14.626,1,109576,DH,20241213T182625400000
15,3204.553,39.5741938,-106.5140117,10.288,-14.365,15.792,1,109576,DH,20241213T182625500000
16,3203.575,39.5742095,-106.5140273,10.209,-13.371,16.993,1,109576,DH,20241213T182625600000
17,3202.594,39.5742257,-106.5140416,10.147,-12.299,17.794,1,109576,DH,20241213T182625700000
18,3201.704,39.5742437,-106.5140553,9.969,-11.64,19.38,1,109576,DH,20241213T182625800000
19,3200.799,39.5742616,-106.5140672,9.825,-10.29,19.783,1,109576,DH,20241213T182625900000
20,3199.908,39.5742809,-106.5140783,9.694,-9.484,21.018,1,109576,DH,20241213T182626000000
21,3198.942,39.5743004,-106.5140885,9.673,-8.791,21.535,1,109576,DH,20241213T182626100000
22,3197.912,39.5743201,-106.5140981,9.739,-8.458,21.782,1,109576,DH,20241213T182626200000
23,3196.932,39.5743399,-106.514107,9.735,-7.719,21.984,1,109576,DH,20241213T182626300000
24,3196.008,39.5743607,-106.5141145,9.661,-6.608,22.871,1,109576,DH,20241213T182626400000
25,3195.118,39.5743817,-106.5141214,9.564,-5.926,23.244,1,109576,DH,20241213T182626500000
26,3194.269,39.5744032,-106.5141278,9.42,-5.41,23.771,1,109576,DH,20241213T182626600000
